image_file_name,count
img239.jpg,52
img240.jpg,63
img241.jpg,63
img242.jpg,60
img243.jpg,30
img244.jpg,37
img245.jpg,0
img246.jpg,58
img249.jpg,0
img250.jpg,0
img251.jpg,60
img252.jpg,42
img253.jpg,53
img254.jpg,62
img255.jpg,63
img256.jpg,61
img257.jpg,26
img258.jpg,37
img259.jpg,0
img260.jpg,56
img263.jpg,0
img264.jpg,0
img265.jpg,61
img266.jpg,46
img267.jpg,52
img268.jpg,63
img269.jpg,65
img270.jpg,60
img271.jpg,26
img272.jpg,37
img273.jpg,0
img274.jpg,52
img277.jpg,0
img278.jpg,0
img279.jpg,60
img280.jpg,47
img281.jpg,53
img282.jpg,61
img283.jpg,62
img284.jpg,61
img285.jpg,28
img286.jpg,36
img287.jpg,0
img288.jpg,57
img291.jpg,0
img292.jpg,0
img293.jpg,60
img294.jpg,44
img295.jpg,51
img296.jpg,65
img297.jpg,65
img298.jpg,59
img299.jpg,28
img300.jpg,35
img301.jpg,0
img302.jpg,56
img305.jpg,0
img306.jpg,0
img307.jpg,61
img308.jpg,47
img309.jpg,52
img310.jpg,63
img311.jpg,62
img312.jpg,57
img313.jpg,28
img314.jpg,35
img315.jpg,0
img316.jpg,58
img319.jpg,0
img320.jpg,0
img321.jpg,61
img322.jpg,46
img323.jpg,50
img324.jpg,62
img325.jpg,61
img326.jpg,59
img327.jpg,28
img328.jpg,36
img329.jpg,0
img330.jpg,58
img333.jpg,0
img334.jpg,0
img335.jpg,61
img336.jpg,47
img337.jpg,50
img338.jpg,63
img339.jpg,62
img340.jpg,61
img341.jpg,28
img342.jpg,36
img343.jpg,0
img344.jpg,58
img347.jpg,0
img348.jpg,0
img349.jpg,61
img350.jpg,45
img351.jpg,61
img352.jpg,62
img353.jpg,63
img354.jpg,60
img355.jpg,28
img356.jpg,36
img357.jpg,0
img358.jpg,58
img361.jpg,0
img362.jpg,0
img363.jpg,61
img365.jpg,54
img366.jpg,62
img367.jpg,61
img368.jpg,63
img369.jpg,29
img370.jpg,37
img371.jpg,0
img372.jpg,56
img375.jpg,0
img376.jpg,0
img377.jpg,61
img378.jpg,43
