image_file_name,count
img379.jpg,50
img380.jpg,63
img381.jpg,63
img382.jpg,57
img383.jpg,26
img384.jpg,36
img385.jpg,0
img386.jpg,56
img389.jpg,0
img390.jpg,0
img391.jpg,60
img392.jpg,38
img393.jpg,52
img394.jpg,63
img395.jpg,61
img396.jpg,60
img397.jpg,26
img398.jpg,34
img399.jpg,0
img400.jpg,54
img403.jpg,0
img404.jpg,0
img405.jpg,60
img406.jpg,43
img407.jpg,51
img408.jpg,62
img409.jpg,60
img410.jpg,59
img411.jpg,26
img412.jpg,32
img413.jpg,0
img414.jpg,57
img417.jpg,0
img418.jpg,0
img419.jpg,59
img420.jpg,38
img421.jpg,48
img422.jpg,60
img423.jpg,60
img424.jpg,56
img425.jpg,26
img426.jpg,35
img427.jpg,0
img428.jpg,55
img431.jpg,0
img432.jpg,0
img433.jpg,57
img434.jpg,45
img435.jpg,46
img436.jpg,61
img437.jpg,60
img438.jpg,57
img439.jpg,26
img440.jpg,35
img441.jpg,0
img442.jpg,57
img445.jpg,0
img446.jpg,0
img447.jpg,58
img448.jpg,36
img449.jpg,46
img450.jpg,62
img451.jpg,62
img452.jpg,57
img453.jpg,26
img454.jpg,35
img455.jpg,0
img456.jpg,55
img459.jpg,0
img460.jpg,0
img461.jpg,57
img462.jpg,35
