image_file_name,count
img463.jpg,52
img464.jpg,62
img465.jpg,63
img466.jpg,60
img467.jpg,24
img468.jpg,37
img469.jpg,0
img470.jpg,57
img473.jpg,0
img474.jpg,0
img475.jpg,61
img476.jpg,42
img477.jpg,50
img478.jpg,63
img479.jpg,62
img480.jpg,56
img481.jpg,27
img482.jpg,37
img483.jpg,0
img484.jpg,55
img487.jpg,0
img488.jpg,0
img489.jpg,62
img490.jpg,43
img491.jpg,51
img492.jpg,61
img493.jpg,62
img494.jpg,60
img495.jpg,28
img496.jpg,36
img497.jpg,0
img498.jpg,51
img501.jpg,0
img502.jpg,0
img503.jpg,58
img504.jpg,47
img505.jpg,50
img506.jpg,62
img507.jpg,61
img508.jpg,56
img509.jpg,28
img510.jpg,37
img511.jpg,0
img512.jpg,57
img515.jpg,1
img516.jpg,1
img517.jpg,61
img518.jpg,42
img519.jpg,45
img520.jpg,61
img521.jpg,63
img522.jpg,55
img523.jpg,28
img524.jpg,38
img525.jpg,0
img526.jpg,55
img529.jpg,0
img530.jpg,0
img531.jpg,60
img532.jpg,42
